CNPJ_FUNDO,DENOM_SOCIAL,TP_FUNDO,sub_cluster
54151845000107,,,1
54152157000161,,,1
54168036000108,,,1
54169385000144,,,1
54170181000123,,,1
54170554000166,,,1
54170673000119,,,2
54173311000181,,,1
54174048000145,,,1
54174274000126,,,1
54174638000178,,,1
54179046000149,,,1
54181290000146,,,1
54188911000113,,,0
54189308000156,,,1
54189401000160,,,1
54195596000151,,,1
54196866000149,,,1
54198302000145,,,0
54198519000155,,,1
54200136000174,,,1
54200140000132,,,1
54200289000111,,,1
54200888000135,,,1
54200961000179,,,1
54208873000113,,,1
54209132000157,,,1
54211353000160,,,1
54212291000100,,,1
54212989000126,,,1
54215352000193,,,1
54216181000117,,,1
54217318000158,,,1
54217470000130,,,1
54218313000140,,,1
54218786000147,,,1
54218932000134,,,1
54219303000129,,,1
54219336000179,,,1
54227728000180,,,1
54228000000172,,,1
54229255000150,,,1
54233243000107,,,1
54235306000156,,,1
54235352000155,,,1
54235704000172,,,1
54236091000198,,,1
54237051000160,,,1
54241109000140,,,1
54244213000198,,,1
54246922000102,,,1
54248494000157,,,1
54248765000174,,,1
54251076000119,,,1
54251235000185,,,1
54252160000157,,,1
54253260000106,,,1
54254287000105,,,1
54267168000197,,,1
54269927000150,,,1
54270586000133,,,0
54271778000164,,,1
54272086000130,,,1
54275274000112,,,1
54277476000101,,,1
54277489000172,,,1
54277615000199,,,1
54277671000123,,,1
54277851000105,,,1
54278040000129,,,1
54278393000129,,,1
54278859000196,,,1
54279158000171,,,1
54279319000127,,,1
54279400000107,,,1
54279549000196,,,1
54286305000130,,,1
54286744000143,,,1
54287295000158,,,1
54292066000121,,,1
54292227000187,,,1
54293388000195,,,1
54303937000165,,,1
54304610000108,,,1
54304929000133,,,1
54305132000150,,,1
54305814000163,,,1
54307395000107,,,1
54307808000145,,,3
54311522000133,,,1
54313147000160,,,1
54315487000120,,,1
54316081000162,,,1
54321911000140,,,1
54322173000155,,,1
54324824000146,,,1
54331416000111,,,1
54332024000177,,,1
54332905000198,,,1
54333128000104,,,1
54333407000160,,,1
54333831000104,,,1
54334025000150,,,1
54334448000170,,,1
54334534000183,,,1
54334726000190,,,1
54334915000162,,,1
54334995000156,,,2
54341666000132,,,1
54343423000133,,,1
54344616000109,,,1
54345278000120,,,1
54346161000160,,,1
54346596000105,,,1
54346670000193,,,1
54346805000110,,,1
54347632000155,,,1
54347933000189,,,1
54348771000101,,,1
54349452000102,,,1
54350048000159,,,1
54350167000101,,,1
54350231000154,,,1
54365597000105,,,1
54365722000179,,,1
54366569000102,,,1
54367802000163,,,1
54368270000189,,,1
54370725000109,,,1
54371322000176,,,1
54372427000140,,,1
54372773000128,,,1
54373367000180,,,1
54373935000142,,,1
54374062000192,,,1
54374180000109,,,1
54379670000190,,,1
54381707000114,,,1
54383407000174,,,1
54384289000119,,,1
54384337000179,,,1
54384365000196,,,1
54384400000177,,,1
54384404000155,,,1
54384481000105,,,1
54384507000115,,,1
54384534000198,,,1
54384609000130,,,1
54384643000105,,,1
54384687000135,,,1
54384723000160,,,1
54384761000113,,,1
54384868000161,,,1
54384916000111,,,1
54384999000149,,,1
54385101000157,,,1
54386077000170,,,1
54390568000195,,,1
54390771000161,,,1
54391531000181,,,1
54391780000177,,,1
54398443000101,,,1
54399276000113,,,1
54401649000143,,,1
54402012000171,,,1
54405192000145,,,1
54407607000110,,,1
54409143000180,,,3
54409732000169,,,1
54409912000140,,,1
54409981000154,,,1
54410101000160,,,1
54410202000130,,,1
54410358000111,,,1
54410516000133,,,0
54410620000128,,,0
54418972000120,,,0
54421429000181,,,1
54422433000164,,,0
54422882000102,,,1
54423418000130,,,1
54424321000142,,,1
54424983000112,,,1
54426679000104,,,1
54436219000167,,,1
54438539000156,,,1
54438899000158,,,1
54439019000168,,,1
54439279000133,,,1
54439846000151,,,1
54439900000169,,,1
54440968000168,,,1
54441115000140,,,1
54441552000164,,,1
54442403000110,,,1
54443336000158,,,1
54443377000144,,,1
54444340000130,,,1
54444348000105,,,1
54444451000147,,,1
54457772000186,,,1
54459426000137,,,1
54463494000170,,,1
54463551000110,,,1
54463768000120,,,1
54464472000124,,,1
54465283000176,,,1
54466251000195,,,1
54467280000171,,,1
54473445000118,,,1
54473794000130,,,1
54480133000131,,,1
54483566000140,,,1
54484640000143,,,1
54484843000130,,,1
54485055000168,,,0
54486187000104,,,1
54486405000100,,,1
54486644000160,,,1
54486726000105,,,1
54486743000142,,,1
54486748000175,,,1
54486870000141,,,1
54487556000183,,,1
54487667000190,,,1
54487714000103,,,1
54487778000104,,,1
54493205000185,,,1
54494130000157,,,1
54494538000129,,,1
54495895000101,,,1
54496177000150,,,1
54496626000160,,,1
54496927000193,,,1
54497340000107,,,1
54501503000170,,,1
54501678000187,,,1
54503084000105,,,1
54504993000168,,,1
54505100000107,,,1
54509470000104,,,1
54509777000105,,,1
54509800000161,,,1
54510057000160,,,1
54512668000147,,,1
54513447000193,,,1
54514592000199,,,1
54514671000108,,,1
54515638000194,,,1
54516738000135,,,1
54516765000108,,,1
54517043000178,,,1
54518271000162,,,3
54518349000149,,,1
54518391000160,,,1
54518613000144,,,1
54518718000101,,,1
54518783000129,,,1
54518925000158,,,2
54519122000118,,,1
54541581000106,,,1
54541970000123,,,1
54542245000170,,,1
54542827000156,,,1
54542996000196,,,1
54544537000141,,,1
54545529000110,,,1
54545755000109,,,1
54545832000112,,,1
54546137000175,,,1
54546664000180,,,1
54546764000106,,,1
54546863000198,,,1
54547085000151,,,1
54547163000118,,,1
54547258000131,,,1
54548764000145,,,1
54553207000112,,,1
54553820000130,,,1
54558737000153,,,1
54560505000130,,,1
54563767000158,,,1
54564179000139,,,1
54564966000180,,,1
54565408000130,,,1
54566051000104,,,1
54566226000183,,,1
54581602000109,,,1
54582300000155,,,1
54582378000170,,,1
54584273000150,,,1
54584477000190,,,1
54584755000100,,,1
54584927000145,,,1
54585072000177,,,1
54585116000169,,,1
54585181000194,,,1
54591780000110,,,1
54592501000133,,,1
54592628000152,,,1
54592731000100,,,1
54597946000106,,,1
54599810000135,,,1
54600352000107,,,1
54600520000164,,,1
54601090000103,,,1
54601837000115,,,1
54602092000109,,,3
54602844000131,,,1
54602971000130,,,1
54603050000192,,,1
54603159000120,,,1
54603171000134,,,3
54603340000136,,,1
54603391000168,,,1
54603456000175,,,1
54603605000104,,,1
54616304000107,,,1
54616434000140,,,1
54616482000138,,,1
54616493000118,,,1
54617556000150,,,1
54617643000108,,,1
54617703000192,,,1
54617746000178,,,1
54617801000120,,,1
54617897000126,,,1
54618052000155,,,1
54618094000196,,,1
54618143000190,,,1
54618187000110,,,1
54618245000106,,,1
54618286000100,,,1
54620595000107,,,1
54630495000161,,,1
54631508000117,,,1
54634825000197,,,1
54635078000101,,,1
54640072000122,,,1
54641408000171,,,1
54641722000154,,,1
54643280000185,,,1
54643338000190,,,1
54643894000167,,,1
54643939000101,,,1
54643959000174,,,1
54643982000169,,,1
54644019000108,,,1
54644119000126,,,1
54644328000170,,,1
54644413000138,,,1
54644512000110,,,1
54649259000197,,,1
54652596000133,,,1
54657079000157,,,1
54658474000154,,,1
54659905000105,,,1
54660699000145,,,1
54660721000157,,,1
54677126000124,,,1
54678410000115,,,1
54678854000150,,,1
54679041000185,,,1
54679495000156,,,1
54679549000183,,,1
54679697000106,,,1
54680537000179,,,0
54680552000117,,,1
54680816000132,,,1
54688094000162,,,1
54697588000103,,,1
54698647000168,,,1
54698804000135,,,1
54699599000122,,,1
54699701000190,,,1
54699979000167,,,1
54700051000155,,,1
54704685000186,,,1
54705411000101,,,1
54706996000184,,,1
54707255000118,,,1
54707725000143,,,1
54708603000171,,,1
54709028000121,,,1
54710401000164,,,1
54712817000111,,,1
54713265000166,,,1
54713571000100,,,1
54713770000100,,,1
54714057000181,,,1
54714137000137,,,1
54715191000105,,,1
54715720000162,,,1
54715775000172,,,1
54715888000178,,,1
54715915000102,,,1
54715962000156,,,1
54716011000100,,,1
54716054000187,,,1
54732092000123,,,1
54734936000175,,,1
54739553000190,,,1
54739814000171,,,1
54739998000170,,,1
54740112000108,,,1
54740225000103,,,1
54740284000181,,,1
54740944000124,,,1
54741044000100,,,1
54741097000112,,,1
54741167000132,,,1
54745704000112,,,1
54746199000120,,,1
54746522000166,,,1
54747293000102,,,1
54747911000106,,,1
54748071000104,,,1
54748996000147,,,1
54753511000103,,,1
54753749000139,,,1
54754380000189,,,1
54755971000170,,,0
54757112000110,,,1
54757129000178,,,1
54758649000103,,,1
54759045000173,,,1
54760175000126,,,1
54760280000165,,,1
54760506000128,,,1
54760539000178,,,1
54765494000124,,,1
54766247000142,,,1
54771588000106,,,1
54771640000124,,,1
54773359000120,,,1
54776180000127,,,1
54776432000118,,,1
54776949000107,,,1
54777066000111,,,1
54778670000162,,,1
54779308000106,,,1
54779512000127,,,1
54779578000117,,,1
54779587000108,,,1
54779598000198,,,1
54779679000198,,,1
54784279000170,,,1
54784316000140,,,1
54784679000186,,,1
54785011000153,,,1
54785547000179,,,1
54787869000157,,,1
54788959000162,,,1
54790257000113,,,1
54790351000172,,,1
54793790000139,,,1
54794563000128,,,1
54794710000160,,,1
54794777000102,,,1
54794799000164,,,1
54794830000167,,,1
54794954000142,,,1
54795606000190,,,1
54795750000126,,,1
54796786000124,,,1
54803944000126,,,1
54803982000189,,,1
54806837000151,,,1
54810341000151,,,1
54810408000158,,,1
54811496000102,,,1
54812038000198,,,1
54812046000134,,,1
54812083000142,,,1
54812770000168,,,1
54813687000103,,,1
54823789000100,,,0
54825816000183,,,1
54828230000172,,,1
54834372000142,,,1
54835274000120,,,1
54837587000117,,,1
54837791000138,,,1
54837929000107,,,1
54842813000158,,,1
54843968000109,,,1
54845695000131,,,1
54846236000172,,,1
54853793000110,,,1
54854634000130,,,1
54854995000187,,,1
54855450000195,,,1
54856060000130,,,1
54856394000103,,,1
54856545000123,,,1
54858693000187,,,1
54862828000188,,,1
54863546000103,,,1
54864529000182,,,1
54866547000101,,,1
54871232000144,,,1
54872331000140,,,1
54873893000109,,,1
54874404000133,,,1
54874511000161,,,1
54874513000150,,,1
54875082000147,,,1
54875105000113,,,1
54875275000106,,,1
54875423000184,,,1
54875613000100,,,2
54875709000160,,,2
54883919000108,,,1
54884180000140,,,1
54885849000119,,,1
54886474000101,,,1
54887516000129,,,1
54888270000100,,,1
54889540000105,,,1
54889576000180,,,1
54890096000130,,,1
54890370000170,,,1
54890522000135,,,0
54892763000113,,,1
54893266000130,,,1
54893611000135,,,1
54893677000125,,,1
54895184000124,,,1
54895607000106,,,1
54900133000143,,,1
54902876000152,,,1
54903335000149,,,1
54903958000111,,,1
54904083000172,,,1
54904328000161,,,2
54904544000107,,,2
54908780000100,,,1
54909934000170,,,1
54910462000175,,,1
54910665000161,,,1
54912056000141,,,1
54912091000160,,,1
54923843000199,,,1
54927598000198,,,0
54931987000197,,,1
54934053000109,,,1
54934244000170,,,1
54936671000198,,,1
54936827000130,,,1
54936922000134,,,1
54941294000185,,,2
54941550000134,,,1
54946915000113,,,1
54952299000103,,,1
54952575000133,,,1
54953009000146,,,1
54953885000172,,,1
54954115000144,,,1
54954879000130,,,1
54955077000144,,,1
54967224000104,,,1
54969003000167,,,1
54969348000110,,,1
54970344000152,,,1
54973692000183,,,1
54973853000139,,,1
54974029000101,,,1
54974348000109,,,1
54976144000107,,,1
54976215000171,,,1
54976262000115,,,2
54976744000175,,,1
54977043000150,,,1
54977585000123,,,1
54977709000170,,,1
54978097000130,,,1
54978342000100,,,1
54978659000146,,,1
54978672000103,,,1
54978789000189,,,1
54979157000130,,,1
54980234000171,,,1
54980746000138,,,1
54987974000130,,,1
54989237000176,,,1
54990769000123,,,1
54991263000139,,,1
54995765000138,,,1
54995819000165,,,1
54996629000162,,,0
54996742000148,,,1
54996800000133,,,1
54996887000149,,,1
54996960000182,,,1
54997138000136,,,1
55008207000102,,,1
55010943000197,,,1
55017054000151,,,1
55018173000129,,,1
55018681000107,,,1
55018863000188,,,1
55019321000120,,,1
55019427000123,,,1
55019751000141,,,1
55019754000185,,,1
55020138000144,,,1
55020228000135,,,1
55029477000191,,,1
55030873000139,,,1
55032827000179,,,1
55035529000132,,,1
55035808000104,,,1
55036101000104,,,0
55036145000134,,,1
55036882000137,,,1
55037399000177,,,1
55038658000184,,,1
55038873000185,,,1
55040169000167,,,1
55043642000160,,,1
55044949000185,,,1
55048579000154,,,1
55048708000104,,,1
55050131000175,,,1
55050444000123,,,1
55052221000103,,,1
55052563000115,,,1
55052709000122,,,1
55052860000160,,,1
55052986000135,,,1
55053084000113,,,1
55053214000118,,,1
55053329000102,,,1
55053567000118,,,1
55053659000106,,,1
55054075000147,,,1
55054684000104,,,3
55063728000154,,,1
55063966000160,,,1
55064130000180,,,1
55064184000145,,,1
55064365000171,,,1
55064866000158,,,1
55065236000106,,,1
55068368000183,,,1
55068479000190,,,1
55068559000145,,,1
55068591000120,,,1
55068631000134,,,1
55068674000110,,,1
55068715000178,,,1
55068755000110,,,1
55068840000188,,,1
55068869000160,,,1
55068953000183,,,1
55069014000153,,,1
55069046000159,,,1
55069073000121,,,1
55069130000172,,,1
55069151000198,,,1
55069370000177,,,1
55069807000172,,,1
55070827000163,,,1
55071026000112,,,1
55071163000157,,,1
55073649000124,,,1
55073916000163,,,1
55075238000178,,,1
55079959000156,,,1
55080073000122,,,1
55080153000188,,,1
55080368000107,,,1
55080475000127,,,1
55080502000161,,,1
55081659000101,,,1
55083993000102,,,1
55085387000118,,,1
55086164000175,,,1
55086985000101,,,1
55088765000117,,,1
55088856000152,,,1
55089131000189,,,1
55098692000144,,,1
55101260000145,,,1
55101415000143,,,1
55105106000141,,,1
55107431000143,,,0
55108624000119,,,1
55108844000142,,,0
55109050000101,,,2
55109432000127,,,2
55109529000130,,,1
55109850000114,,,1
55110089000130,,,1
55110376000140,,,1
55110383000142,,,1
55110626000142,,,1
55110714000144,,,1
55111228000140,,,1
55111474000100,,,1
55111599000122,,,1
55111622000189,,,1
55112047000139,,,1
55112367000199,,,1
55112451000102,,,1
55112525000100,,,1
55112590000136,,,1
55112606000100,,,1
55117996000101,,,1
55121153000189,,,1
55121322000180,,,1
55122120000153,,,1
55123003000104,,,1
55124039000102,,,1
55124287000153,,,1
55124489000103,,,1
55126476000165,,,1
55127040000190,,,1
55127241000198,,,1
55129384000139,,,1
55132551000109,,,1
55133076000187,,,1
55133403000109,,,1
55133760000169,,,1
55135530000139,,,1
55136061000172,,,0
55136339000101,,,1
55136457000110,,,1
55136698000169,,,1
55138792000157,,,1
55138841000151,,,1
55138930000106,,,1
55140045000153,,,0
55140544000140,,,1
55140702000162,,,1
55141284000128,,,1
55142314000110,,,1
55143602000190,,,1
55143832000159,,,1
55144098000142,,,1
55144371000139,,,1
55145271000127,,,1
55150656000182,,,1
55150666000118,,,1
55150713000123,,,1
55153488000189,,,1
55158789000103,,,1
55158969000187,,,1
55159406000103,,,1
55160342000160,,,1
55161090000194,,,1
55161223000122,,,1
55161795000101,,,1
55161850000163,,,1
55162173000106,,,1
55162785000190,,,1
55167531000165,,,1
55167843000179,,,1
55169143000113,,,1
55169240000106,,,1
55169391000164,,,1
55170049000184,,,1
55172242000154,,,1
55172307000161,,,1
55172353000160,,,1
55172372000197,,,1
55172760000178,,,1
55173865000141,,,1
55174203000196,,,1
55176419000190,,,1
55176509000181,,,2
55176840000100,,,1
55177071000156,,,0
55177251000138,,,1
55191665000111,,,1
55192514000188,,,1
55193005000170,,,1
55193035000186,,,1
55193559000177,,,1
55196480000108,,,1
55196942000189,,,1
55198628000135,,,1
55199146000108,,,1
55199864000176,,,1
55211651000112,,,1
55212612000130,,,1
55213551000125,,,1
55213867000117,,,1
55215989000142,,,1
55216276000101,,,1
55217827000143,,,1
55218514000100,,,1
55218653000133,,,1
55218837000101,,,1
55222762000124,,,1
55222854000104,,,1
55225565000169,,,1
55225719000112,,,1
55227365000145,,,1
55228297000139,,,1
55231454000165,,,1
55234165000110,,,1
55237992000167,,,1
55238212000101,,,1
55239189000161,,,1
55239338000192,,,0
55239395000171,,,1
55240049000103,,,1
55240052000127,,,1
55240187000192,,,1
55245828000100,,,1
55250157000167,,,1
55250638000172,,,1
55250846000171,,,1
55253855000116,,,1
55259492000126,,,0
55259599000174,,,1
55259621000186,,,1
55259680000154,,,1
55259749000140,,,1
55259773000189,,,1
55263153000113,,,1
55263898000182,,,1
55264276000179,,,1
55264830000118,,,1
55266850000128,,,0
55267271000108,,,1
55273611000103,,,1
55274339000178,,,1
55274899000122,,,1
55275422000161,,,1
55275483000129,,,1
55275543000103,,,1
55276100000137,,,1
55287174000179,,,1
55288457000135,,,1
55288602000188,,,1
55292453000120,,,1
55298739000113,,,1
55298741000192,,,1
55299284000150,,,1
55299651000116,,,1
55299702000100,,,1
55299768000108,,,1
55299792000139,,,1
55299896000143,,,1
55299967000108,,,1
55300519000187,,,1
55308112000104,,,1
55312485000140,,,1
55314521000105,,,1
55314750000120,,,1
55315085000199,,,1
55315251000157,,,1
55315314000175,,,1
55315627000123,,,1
55316332000171,,,1
55317287000170,,,1
55317381000129,,,1
55317403000150,,,1
55317990000188,,,1
55323655000192,,,1
55325127000172,,,1
55325425000162,,,1
55326236000104,,,1
55328125000137,,,1
55333163000188,,,1
55333172000179,,,1
55334418000127,,,1
55342126000136,,,1
55342176000113,,,0
55342504000181,,,1
55343356000110,,,1
55343794000188,,,1
55344166000117,,,1
55345429000102,,,1
55345742000140,,,1
55345936000146,,,1
55346745000107,,,1
55347224000166,,,1
55347477000130,,,1
55348313000127,,,1
55348819000136,,,1
55360701000123,,,1
55362588000115,,,1
55368221000109,,,1
55370326000100,,,0
55370858000130,,,0
55371154000181,,,2
55372147000102,,,1
55372378000108,,,1
55372662000184,,,1
55372749000151,,,1
55372850000102,,,2
55373107000177,,,1
55379681000132,,,1
55380290000138,,,1
55380475000142,,,1
55381060000193,,,1
55381443000161,,,2
55381795000117,,,1
55382000000195,,,1
55382010000120,,,1
55382237000176,,,1
55382748000198,,,1
55383759000192,,,1
55384132000156,,,3
55387239000158,,,1
55387521000135,,,1
55387720000143,,,1
55387901000170,,,1
55392560000120,,,1
55392667000179,,,1
55392723000175,,,1
55392885000103,,,1
55393064000191,,,1
55393379000139,,,1
55401862000118,,,1
55402065000155,,,1
55402464000116,,,2
55402645000142,,,1
55402699000108,,,1
55405968000190,,,1
55411535000147,,,2
55412066000180,,,1
55413150000119,,,1
55413254000123,,,1
55413536000120,,,1
55419784000189,,,1
55420173000150,,,1
55425363000160,,,1
55430278000190,,,1
55430779000177,,,1
55432303000175,,,1
55435590000177,,,1
55436980000161,,,1
55437642000144,,,1
55437858000100,,,1
55440900000141,,,1
55444460000109,,,1
55444936000101,,,1
55446590000172,,,1
55459928000120,,,1
55465216000114,,,1
55465345000102,,,1
55465409000175,,,1
55465485000180,,,1
55465528000128,,,1
55466133000140,,,1
55466425000182,,,0
55466550000192,,,1
55466651000163,,,1
55466751000190,,,1
55466830000109,,,1
55466901000165,,,1
55466958000164,,,1
55467007000100,,,1
55467075000179,,,1
55467126000162,,,1
55467262000152,,,1
55467322000137,,,1
55467420000174,,,1
55467486000164,,,0
55467847000172,,,2
55471693000192,,,1
55477207000143,,,1
55477809000109,,,1
55483389000165,,,2
55483696000146,,,1
55484169000156,,,1
55484260000171,,,1
55485710000140,,,1
55486068000114,,,1
55486791000101,,,1
55488908000188,,,1
55490066000107,,,1
55492818000160,,,1
55496653000103,,,1
55497476000171,,,1
55498017000102,,,1
55498621000139,,,1
55499702000153,,,1
55499832000196,,,1
55499992000135,,,0
55500053000163,,,1
55502261000100,,,1
55502385000187,,,1
55505792000148,,,1
55506450000142,,,1
55507276000152,,,1
55507550000193,,,1
55507561000173,,,1
55507577000186,,,1
55507580000108,,,1
55507601000187,,,1
55507855000103,,,1
55508066000189,,,1
55508422000164,,,1
55520810000160,,,1
55521846000169,,,1
55522095000103,,,1
55522434000143,,,1
55528853000192,,,1
55529244000158,,,1
55533539000106,,,3
55536261000112,,,1
55536644000190,,,0
55536855000123,,,1
55536868000100,,,1
55538070000190,,,1
55538508000130,,,1
55538903000112,,,1
55539196000189,,,1
55539367000170,,,1
55539660000137,,,1
55550657000114,,,1
55551699000170,,,1
55559277000140,,,1
55559450000100,,,1
55559580000143,,,1
55562304000134,,,1
55563267000189,,,1
55563322000130,,,1
55563583000150,,,1
55572497000104,,,1
55572596000196,,,1
55572800000179,,,1
55573077000142,,,1
55574617000102,,,1
55574929000116,,,1
55575058000155,,,1
55575357000190,,,1
55575472000164,,,1
55579447000159,,,0
55580077000170,,,1
55581653000101,,,1
55582462000156,,,1
55582552000147,,,1
55582812000184,,,0
55583192000106,,,1
55583687000127,,,1
55583745000112,,,1
55587423000141,,,1
55587881000180,,,1
55594748000151,,,1
55597133000189,,,1
55597302000180,,,1
55597503000188,,,1
55597712000121,,,1
55600064000115,,,1
55600283000102,,,1
55606732000111,,,1
55612488000108,,,1
55614115000168,,,0
55614186000160,,,1
55614817000141,,,1
55615052000164,,,1
55615446000112,,,1
55616947000113,,,1
55618112000100,,,1
55618772000183,,,1
55626779000147,,,1
55627121000150,,,1
55627404000100,,,1
55630600000125,,,1
55632270000107,,,1
55633340000141,,,1
55633378000114,,,1
55633981000104,,,1
55634848000164,,,1
55635552000168,,,1
55635640000160,,,1
55635663000174,,,1
55647058000113,,,1
55648207000169,,,1
55652661000193,,,2
55652936000199,,,1
55653173000109,,,1
55655844000162,,,1
55658042000106,,,1
55658081000103,,,1
55664322000127,,,1
55664723000187,,,1
55664985000141,,,1
55665077000172,,,1
55665281000193,,,1
55665349000134,,,1
55666057000116,,,1
55666433000172,,,1
55667045000106,,,2
55667823000167,,,1
55668010000191,,,1
55670650000136,,,1
55674822000140,,,1
55675472000136,,,1
55675782000150,,,1
55677112000173,,,1
55677113000118,,,1
55684521000105,,,1
55684603000141,,,1
55684647000171,,,1
55685435000109,,,1
55686350000145,,,1
55686549000173,,,1
55686637000175,,,1
55689417000103,,,1
55690368000110,,,1
55691644000165,,,1
55692607000171,,,1
55693070000164,,,1
55693237000197,,,1
55694682000171,,,1
55694930000184,,,1
55695430000167,,,1
55701008000177,,,1
55702873000138,,,1
55704392000161,,,1
55705137000133,,,1
55708971000182,,,1
55710493000145,,,1
55712023000110,,,1
55713743000109,,,1
55714194000189,,,1
55717378000100,,,1
55724152000129,,,1
55726312000179,,,0
55726727000142,,,1
55744162000126,,,1
55746538000131,,,1
55746782000102,,,1
55749856000156,,,1
55749879000160,,,1
55750036000184,,,1
55750156000181,,,1
55750852000198,,,1
55751489000125,,,1
55751548000165,,,1
55751710000145,,,1
55751815000102,,,1
55751847000108,,,1
55751956000117,,,1
55752052000106,,,1
55752247000156,,,1
55753823000180,,,1
55753965000147,,,1
55754033000119,,,1
55754091000142,,,1
55754164000104,,,1
55754239000149,,,1
55761382000168,,,1
55761575000119,,,1
55761731000141,,,1
55761979000102,,,1
55763285000104,,,0
55767954000116,,,1
55768091000100,,,1
55768240000122,,,1
55768938000148,,,1
55770799000197,,,0
55771625000149,,,1
55772515000100,,,1
55772629000141,,,1
55779486000108,,,1
55779544000195,,,1
55780933000130,,,0
55788168000103,,,1
55791634000100,,,1
55800571000100,,,1
55801014000104,,,1
55801106000186,,,1
55801407000100,,,1
55803500000153,,,1
55804334000100,,,1
55806562000119,,,1
55808078000129,,,1
55808494000127,,,1
55808602000161,,,1
55808610000108,,,1
55809687000100,,,1
55809957000175,,,1
55823636000125,,,1
55824741000189,,,1
55825849000196,,,1
55826207000101,,,1
55826668000184,,,1
55837621000116,,,1
55839003000105,,,1
55849563000140,,,1
55849686000181,,,1
55849709000158,,,1
55859549000128,,,2
55861122000164,,,1
55892310000150,,,1
55892452000117,,,1
55892816000169,,,1
55893092000178,,,1
55893260000125,,,1
55893460000188,,,1
55893494000172,,,1
55893628000155,,,1
55893708000100,,,1
55893741000130,,,1
55893745000119,,,1
55893751000176,,,1
55893863000127,,,1
55894074000100,,,1
55894284000107,,,1
55894379000112,,,1
55894503000140,,,1
55894549000169,,,1
55894683000160,,,1
55895200000141,,,1
55895324000127,,,1
55896144000160,,,1
55897646000105,,,1
55898568000163,,,1
55898593000147,,,1
55898873000155,,,1
55898974000126,,,1
55899189000198,,,1
55899469000104,,,1
55900108000122,,,1
55904966000145,,,0
55907076000197,,,1
55907888000132,,,1
55908733000110,,,0
55911526000115,,,1
55911650000180,,,1
55912409000176,,,1
55912709000155,,,1
55913887000109,,,1
55913983000149,,,1
55914434000199,,,1
55914466000194,,,1
55915452000195,,,1
55915455000129,,,1
55915733000148,,,1
55916218000182,,,1
55927207000106,,,1
55928061000105,,,2
55937743000184,,,1
55937891000107,,,1
55937962000163,,,1
55937998000147,,,1
55939214000110,,,1
55939498000144,,,1
55940336000126,,,1
55940458000112,,,0
55940692000140,,,1
55945272000156,,,1
55946775000146,,,1
55947120000192,,,1
55947668000132,,,1
55951226000160,,,1
55952408000155,,,1
55955495000102,,,1
55955665000140,,,1
55956652000196,,,1
55956807000194,,,1
55957999000153,,,1
55958159000105,,,1
55958204000121,,,1
55963851000121,,,1
55968913000198,,,1
55969096000192,,,1
55981966000149,,,1
55983101000111,,,1
55983603000142,,,1
55984087000170,,,1
55984149000144,,,1
55984221000133,,,1
55984282000109,,,1
55985935000166,,,1
55986292000175,,,0
55986610000106,,,1
55991827000104,,,1
55992019000153,,,1
55992122000101,,,1
55992782000184,,,1
55993375000191,,,1
55994151000102,,,1
55994210000134,,,2
55994391000107,,,1
56002374000109,,,1
56002415000159,,,1
56002643000129,,,1
56002809000107,,,1
56004782000191,,,1
56006271000109,,,1
56006659000100,,,1
56006990000120,,,1
56007132000108,,,1
56007519000156,,,1
56007558000153,,,1
56008185000135,,,1
56009000000107,,,1
56009163000190,,,1
56009380000180,,,1
56009404000109,,,1
56022951000116,,,1
56029266000111,,,1
56033386000192,,,1
56033932000195,,,1
56033991000163,,,1
56046971000127,,,1
56047035000130,,,1
56047068000180,,,1
56047238000127,,,1
56047457000106,,,1
56047653000180,,,1
56047671000162,,,1
56048083000143,,,1
56048468000100,,,1
56048560000170,,,1
56048626000122,,,1
56049227000186,,,1
56049285000100,,,2
56049361000187,,,2
56049404000124,,,1
56049459000134,,,1
56051304000132,,,1
56052260000165,,,0
56052362000180,,,1
56052884000182,,,1
56053092000122,,,1
56053893000198,,,1
56055581000113,,,1
56058841000104,,,1
56059683000107,,,1
56060474000183,,,1
56060531000124,,,1
56060562000185,,,1
56060597000114,,,1
56061188000132,,,1
56063105000144,,,2
56067569000129,,,1
56067582000188,,,1
56067767000192,,,1
56069323000196,,,1
56070131000108,,,1
56073725000164,,,1
56082045000107,,,1
56082114000182,,,1
56083672000162,,,1
56085661000111,,,1
56086728000132,,,1
56088296000107,,,1
56088570000130,,,1
56089347000107,,,1
56090751000109,,,1
56091475000195,,,1
56092829000116,,,1
56093011000118,,,1
56093218000192,,,1
56105999000198,,,1
56106287000193,,,1
56106292000104,,,1
56106343000190,,,1
56106429000112,,,1
56106516000170,,,1
56107403000199,,,1
56107942000128,,,1
56108411000150,,,1
56109203000175,,,1
56125991000193,,,1
56127042000142,,,1
56127779000165,,,1
56131373000156,,,3
56134593000133,,,1
56134800000150,,,2
56136544000130,,,1
56140217000151,,,1
56140513000152,,,1
56141085000182,,,1
56141721000176,,,1
56141798000146,,,1
56147579000174,,,1
56149470000176,,,1
56150032000128,,,1
56150334000104,,,1
56154549000195,,,1
56159435000138,,,1
56159439000116,,,1
56171380000181,,,1
56171772000140,,,1
56171855000130,,,1
56171894000137,,,1
56174179000158,,,1
56174498000163,,,1
56174734000141,,,1
56174994000117,,,1
56175172000150,,,1
56175997000175,,,1
56176352000157,,,1
56185166000184,,,1
56185252000197,,,1
