CNPJ_FUNDO,DENOM_SOCIAL,TP_FUNDO,CLASSE,CLASSE,cluster
54784316000140,,,,,0
54784679000186,,,,,0
54785011000153,,,,,0
54785547000179,,,,,0
54787869000157,,,,,0
54788959000162,,,,,0
54790257000113,,,,,0
54790351000172,,,,,0
54792610000102,,,,,0
54793790000139,,,,,0
54794563000128,,,,,0
54794710000160,,,,,0
54794777000102,,,,,0
54794799000164,,,,,0
54794830000167,,,,,0
54794954000142,,,,,0
54795606000190,,,,,0
54795750000126,,,,,0
54796786000124,,,,,0
54797134000104,,,,,0
54803944000126,,,,,0
54803982000189,,,,,0
54806837000151,,,,,0
54810341000151,,,,,0
54810408000158,,,,,0
54811496000102,,,,,0
54812038000198,,,,,0
54812046000134,,,,,0
54812083000142,,,,,0
54812770000168,,,,,0
54813687000103,,,,,0
54813840000100,,,,,0
54823789000100,,,,,0
54825816000183,,,,,0
54828230000172,,,,,0
54829603000120,,,,,0
54834372000142,,,,,0
54834679000143,,,,,0
54835274000120,,,,,0
54837587000117,,,,,0
54837791000138,,,,,0
54837929000107,,,,,0
54842813000158,,,,,0
54843968000109,,,,,0
54845695000131,,,,,0
54846236000172,,,,,0
54853464000170,,,,,0
54853793000110,,,,,0
54854634000130,,,,,0
54854995000187,,,,,0
54855450000195,,,,,0
54856060000130,,,,,0
54856139000160,,,,,0
54856394000103,,,,,0
54856545000123,,,,,0
54858693000187,,,,,0
54862828000188,,,,,0
54863546000103,,,,,0
54864529000182,,,,,0
54866547000101,,,,,0
54871232000144,,,,,0
54872331000140,,,,,0
54873893000109,,,,,0
54874404000133,,,,,0
54874511000161,,,,,0
54874513000150,,,,,0
54875082000147,,,,,0
54875105000113,,,,,0
54875275000106,,,,,0
54875423000184,,,,,0
54875613000100,,,,,0
54875616000135,,,,,0
54875709000160,,,,,0
54883919000108,,,,,0
54884180000140,,,,,0
54885849000119,,,,,0
54886474000101,,,,,0
54887516000129,,,,,0
54888270000100,,,,,0
54889540000105,,,,,0
54889576000180,,,,,0
54890096000130,,,,,0
54890370000170,,,,,0
54890522000135,,,,,0
54890958000124,,,,,0
54891407000185,,,,,0
54891935000134,,,,,0
54892763000113,,,,,0
54893266000130,,,,,0
54893611000135,,,,,0
54893677000125,,,,,0
54895184000124,,,,,0
54895607000106,,,,,0
54900133000143,,,,,0
54902876000152,,,,,0
54903335000149,,,,,0
54903958000111,,,,,0
54904083000172,,,,,0
54904328000161,,,,,0
54904544000107,,,,,0
54908780000100,,,,,0
54909880000142,,,,,0
54909934000170,,,,,0
54910462000175,,,,,0
54910665000161,,,,,0
54912056000141,,,,,0
54912091000160,,,,,0
54923843000199,,,,,0
54927598000198,,,,,0
54931987000197,,,,,0
54934053000109,,,,,0
54934244000170,,,,,0
54936545000133,,,,,0
54936671000198,,,,,0
54936827000130,,,,,0
54936922000134,,,,,0
54936977000144,,,,,0
54937815000120,,,,,0
54941294000185,,,,,0
54941550000134,,,,,0
54946915000113,,,,,0
54952299000103,,,,,0
54952575000133,,,,,0
54953009000146,,,,,0
54953885000172,,,,,0
54954115000144,,,,,0
54954879000130,,,,,0
54955077000144,,,,,0
54967224000104,,,,,0
54969003000167,,,,,0
54969348000110,,,,,0
54970344000152,,,,,0
54973692000183,,,,,0
54973853000139,,,,,0
54974029000101,,,,,0
54974348000109,,,,,0
54976144000107,,,,,0
54976215000171,,,,,0
54976262000115,,,,,0
54976744000175,,,,,0
54977043000150,,,,,0
54977585000123,,,,,0
54977709000170,,,,,0
54978097000130,,,,,0
54978342000100,,,,,0
54978659000146,,,,,0
54978672000103,,,,,0
54978789000189,,,,,0
54979157000130,,,,,0
54980234000171,,,,,0
54980746000138,,,,,0
54987974000130,,,,,0
54989237000176,,,,,0
54990769000123,,,,,0
54991263000139,,,,,0
54995765000138,,,,,0
54995819000165,,,,,0
54996629000162,,,,,0
54996742000148,,,,,0
54996800000133,,,,,0
54996887000149,,,,,0
54996960000182,,,,,0
54997138000136,,,,,0
55008207000102,,,,,0
55010943000197,,,,,0
55012714000101,,,,,0
55017054000151,,,,,0
55018173000129,,,,,0
55018681000107,,,,,0
55018863000188,,,,,0
55019321000120,,,,,0
55019427000123,,,,,0
55019751000141,,,,,0
55019754000185,,,,,0
55020138000144,,,,,0
55020228000135,,,,,0
55029477000191,,,,,0
55030873000139,,,,,0
55032827000179,,,,,0
55033571000114,,,,,0
55034580000120,,,,,0
55035529000132,,,,,0
55035808000104,,,,,0
55036101000104,,,,,0
55036145000134,,,,,0
55036882000137,,,,,0
55037399000177,,,,,0
55037784000114,,,,,0
55038658000184,,,,,0
55038873000185,,,,,0
55040169000167,,,,,0
55043642000160,,,,,0
55044949000185,,,,,0
55048579000154,,,,,0
55048708000104,,,,,0
55050131000175,,,,,0
55050444000123,,,,,0
55052221000103,,,,,0
55052563000115,,,,,0
55052709000122,,,,,0
55052860000160,,,,,0
55052986000135,,,,,0
55053084000113,,,,,0
55053214000118,,,,,0
55053329000102,,,,,0
55053567000118,,,,,0
55053659000106,,,,,0
55054075000147,,,,,0
55054684000104,,,,,0
55062942000196,,,,,0
55063728000154,,,,,0
55063966000160,,,,,0
55064130000180,,,,,0
55064184000145,,,,,0
55064365000171,,,,,0
55064866000158,,,,,0
55065045000136,,,,,0
55065057000160,,,,,0
55065236000106,,,,,0
55065485000193,,,,,0
55068368000183,,,,,0
55068439000148,,,,,0
55068479000190,,,,,0
55068559000145,,,,,0
55068591000120,,,,,0
55068631000134,,,,,0
55068674000110,,,,,0
55068715000178,,,,,0
55068755000110,,,,,0
55068840000188,,,,,0
55068869000160,,,,,0
55068953000183,,,,,0
55069014000153,,,,,0
55069046000159,,,,,0
55069073000121,,,,,0
55069130000172,,,,,0
55069151000198,,,,,0
55069370000177,,,,,0
55069807000172,,,,,0
55070827000163,,,,,0
55071026000112,,,,,0
55071163000157,,,,,0
55072270000108,,,,,0
55072295000101,,,,,0
55072826000158,,,,,0
55072895000161,,,,,0
55073649000124,,,,,0
55073916000163,,,,,0
55075238000178,,,,,0
55079959000156,,,,,0
55080073000122,,,,,0
55080153000188,,,,,0
55080368000107,,,,,0
55080475000127,,,,,0
55080502000161,,,,,0
55080817000109,,,,,0
55081659000101,,,,,0
55083993000102,,,,,0
55085387000118,,,,,0
55086164000175,,,,,0
55086985000101,,,,,0
55087532000108,,,,,0
55088765000117,,,,,0
55088856000152,,,,,0
55089131000189,,,,,0
55098692000144,,,,,0
55101260000145,,,,,0
55101415000143,,,,,0
55105106000141,,,,,0
55107431000143,,,,,0
55108624000119,,,,,0
55108844000142,,,,,0
55109050000101,,,,,0
55109432000127,,,,,0
55109529000130,,,,,0
55109850000114,,,,,0
55110089000130,,,,,0
55110376000140,,,,,0
55110383000142,,,,,0
55110626000142,,,,,0
55110714000144,,,,,0
55111228000140,,,,,0
55111474000100,,,,,0
55111599000122,,,,,0
55111622000189,,,,,0
55111767000180,,,,,0
55112047000139,,,,,0
55112367000199,,,,,0
55112451000102,,,,,0
55112525000100,,,,,0
55112590000136,,,,,0
55112606000100,,,,,0
55117354000102,,,,,0
55117996000101,,,,,0
55121153000189,,,,,0
55121322000180,,,,,0
55122120000153,,,,,0
55123003000104,,,,,0
55124039000102,,,,,0
55124287000153,,,,,0
55124489000103,,,,,0
55126476000165,,,,,0
55127040000190,,,,,0
55127241000198,,,,,0
55129384000139,,,,,0
55132551000109,,,,,0
55133076000187,,,,,0
55133403000109,,,,,0
55133760000169,,,,,0
55135530000139,,,,,0
55136061000172,,,,,0
55136339000101,,,,,0
55136457000110,,,,,0
55136574000183,,,,,0
55136698000169,,,,,0
55138792000157,,,,,0
55138841000151,,,,,0
55138930000106,,,,,0
55140045000153,,,,,0
55140544000140,,,,,0
55140702000162,,,,,0
55141284000128,,,,,0
55141566000125,,,,,0
55142314000110,,,,,0
55143602000190,,,,,0
55143832000159,,,,,0
55144098000142,,,,,0
55144371000139,,,,,0
55145271000127,,,,,0
55150656000182,,,,,0
55150666000118,,,,,0
55150713000123,,,,,0
55153488000189,,,,,0
55158789000103,,,,,0
55158969000187,,,,,0
55159406000103,,,,,0
55160342000160,,,,,0
55161090000194,,,,,0
55161223000122,,,,,0
55161795000101,,,,,0
55161850000163,,,,,0
55162173000106,,,,,0
55162785000190,,,,,0
55167531000165,,,,,0
55167843000179,,,,,0
55168851000130,,,,,0
55169143000113,,,,,0
55169240000106,,,,,0
55169391000164,,,,,0
55170049000184,,,,,0
55172242000154,,,,,0
55172307000161,,,,,0
55172353000160,,,,,0
55172372000197,,,,,0
55172760000178,,,,,0
55173865000141,,,,,0
55174013000179,,,,,0
55174203000196,,,,,0
55176419000190,,,,,0
55176509000181,,,,,0
55176840000100,,,,,0
55177071000156,,,,,0
55177251000138,,,,,0
55191665000111,,,,,0
55192514000188,,,,,0
55193005000170,,,,,0
55193035000186,,,,,0
55193559000177,,,,,0
55196480000108,,,,,0
55196942000189,,,,,0
55198628000135,,,,,0
55199146000108,,,,,0
55199864000176,,,,,0
55202244000149,,,,,0
55204781000128,,,,,0
55211651000112,,,,,0
55212612000130,,,,,0
55213551000125,,,,,0
55213867000117,,,,,0
55215989000142,,,,,0
55216276000101,,,,,0
55217827000143,,,,,0
55218124000130,,,,,0
55218514000100,,,,,0
55218653000133,,,,,0
55218837000101,,,,,0
55222762000124,,,,,0
55222854000104,,,,,0
55225565000169,,,,,0
55225719000112,,,,,0
55227365000145,,,,,0
55228297000139,,,,,0
55228974000119,,,,,0
55231454000165,,,,,0
55234165000110,,,,,0
55237992000167,,,,,0
55238212000101,,,,,0
55239189000161,,,,,0
55239338000192,,,,,0
55239395000171,,,,,0
55239865000105,,,,,0
55240049000103,,,,,0
55240052000127,,,,,0
55240187000192,,,,,0
55245828000100,,,,,0
55250157000167,,,,,0
55250638000172,,,,,0
55250846000171,,,,,0
55253302000163,,,,,0
55253855000116,,,,,0
55259492000126,,,,,0
55259599000174,,,,,0
55259621000186,,,,,0
55259680000154,,,,,0
55259749000140,,,,,0
55259773000189,,,,,0
55263153000113,,,,,0
55263898000182,,,,,0
55264276000179,,,,,0
55264830000118,,,,,0
55266850000128,,,,,0
55267271000108,,,,,0
55273611000103,,,,,0
55274339000178,,,,,0
55274875000173,,,,,0
55274899000122,,,,,0
55275422000161,,,,,0
55275483000129,,,,,0
55275543000103,,,,,0
55276100000137,,,,,0
55276939000175,,,,,0
55287174000179,,,,,0
55288457000135,,,,,0
55288602000188,,,,,0
55292453000120,,,,,0
55298739000113,,,,,0
55298741000192,,,,,0
55299284000150,,,,,0
55299569000191,,,,,0
55299651000116,,,,,0
55299702000100,,,,,0
55299768000108,,,,,0
55299792000139,,,,,0
55299896000143,,,,,0
55299967000108,,,,,0
55300519000187,,,,,0
55308112000104,,,,,0
55312485000140,,,,,0
55314521000105,,,,,0
55314750000120,,,,,0
55315085000199,,,,,0
55315251000157,,,,,0
55315314000175,,,,,0
55315627000123,,,,,0
55316332000171,,,,,0
55317287000170,,,,,0
55317381000129,,,,,0
55317403000150,,,,,0
55317521000169,,,,,0
55317686000130,,,,,0
55317990000188,,,,,0
55323655000192,,,,,0
55325127000172,,,,,0
55325425000162,,,,,0
55326236000104,,,,,0
55328125000137,,,,,0
55333163000188,,,,,0
55333172000179,,,,,0
55334418000127,,,,,0
55342126000136,,,,,0
55342176000113,,,,,0
55342504000181,,,,,0
55343356000110,,,,,0
55343794000188,,,,,0
55344166000117,,,,,0
55345429000102,,,,,0
55345742000140,,,,,0
55345936000146,,,,,0
55346745000107,,,,,0
55347224000166,,,,,0
55347477000130,,,,,0
55348313000127,,,,,0
55348819000136,,,,,0
55360701000123,,,,,0
55362588000115,,,,,0
55363896000165,,,,,0
55368221000109,,,,,0
55370326000100,,,,,0
55370858000130,,,,,0
55371154000181,,,,,0
55372147000102,,,,,0
55372378000108,,,,,0
55372662000184,,,,,0
55372749000151,,,,,0
55372850000102,,,,,0
55373107000177,,,,,0
55379681000132,,,,,0
55380290000138,,,,,0
55380475000142,,,,,0
55381060000193,,,,,0
55381443000161,,,,,0
55381795000117,,,,,0
55382000000195,,,,,0
55382010000120,,,,,0
55382237000176,,,,,0
55382748000198,,,,,0
55383759000192,,,,,0
55384132000156,,,,,0
55387239000158,,,,,0
55387521000135,,,,,0
55387720000143,,,,,0
55387901000170,,,,,0
55390412000177,,,,,0
55392560000120,,,,,0
55392667000179,,,,,0
55392723000175,,,,,0
55392885000103,,,,,0
55393064000191,,,,,0
55393379000139,,,,,0
55401862000118,,,,,0
55402065000155,,,,,0
55402464000116,,,,,0
55402645000142,,,,,0
55402699000108,,,,,0
55405968000190,,,,,0
55411535000147,,,,,0
55412066000180,,,,,0
55413150000119,,,,,0
55413254000123,,,,,0
55413536000120,,,,,0
55419784000189,,,,,0
55420173000150,,,,,0
55425363000160,,,,,0
55430278000190,,,,,0
55430779000177,,,,,0
55432303000175,,,,,0
55435590000177,,,,,0
55436980000161,,,,,0
55437642000144,,,,,0
55437858000100,,,,,0
55440900000141,,,,,0
55444460000109,,,,,0
55444936000101,,,,,0
55446590000172,,,,,0
55447406000109,,,,,0
55459928000120,,,,,0
55465216000114,,,,,0
55465345000102,,,,,0
55465409000175,,,,,0
55465485000180,,,,,0
55465528000128,,,,,0
55466133000140,,,,,0
55466425000182,,,,,0
55466550000192,,,,,0
55466651000163,,,,,0
55466751000190,,,,,0
55466830000109,,,,,0
55466901000165,,,,,0
55466958000164,,,,,0
55467007000100,,,,,0
55467075000179,,,,,0
55467126000162,,,,,0
55467262000152,,,,,0
55467322000137,,,,,0
55467420000174,,,,,0
55467486000164,,,,,0
55467847000172,,,,,0
55471693000192,,,,,0
55477207000143,,,,,0
55477809000109,,,,,0
55483389000165,,,,,0
55483696000146,,,,,0
55484169000156,,,,,0
55484260000171,,,,,0
55485710000140,,,,,0
55486068000114,,,,,0
55486410000186,,,,,0
55486791000101,,,,,0
55488908000188,,,,,0
55490066000107,,,,,0
55492818000160,,,,,0
55496653000103,,,,,0
55497476000171,,,,,0
55498017000102,,,,,0
55498621000139,,,,,0
55499702000153,,,,,0
55499832000196,,,,,0
55499992000135,,,,,0
55500053000163,,,,,0
55502261000100,,,,,0
55502385000187,,,,,0
55505792000148,,,,,0
55506450000142,,,,,0
55507276000152,,,,,0
55507550000193,,,,,0
55507561000173,,,,,0
55507577000186,,,,,0
55507580000108,,,,,0
55507601000187,,,,,0
55507855000103,,,,,0
55508046000108,,,,,0
55508066000189,,,,,0
55508422000164,,,,,0
55520810000160,,,,,0
55521846000169,,,,,0
55522095000103,,,,,0
55522226000144,,,,,0
55522434000143,,,,,0
55528853000192,,,,,0
55529244000158,,,,,0
55533539000106,,,,,0
55536261000112,,,,,0
55536644000190,,,,,0
55536855000123,,,,,0
55536868000100,,,,,0
55537730000118,,,,,0
55538070000190,,,,,0
55538508000130,,,,,0
55538903000112,,,,,0
55539196000189,,,,,0
55539367000170,,,,,0
55539660000137,,,,,0
55550657000114,,,,,0
55551699000170,,,,,0
55553136000110,,,,,0
55559277000140,,,,,0
55559450000100,,,,,0
55559580000143,,,,,0
55562304000134,,,,,0
55563267000189,,,,,0
55563322000130,,,,,0
55563583000150,,,,,0
55572497000104,,,,,0
55572596000196,,,,,0
55572800000179,,,,,0
55573077000142,,,,,0
55574437000120,,,,,0
55574617000102,,,,,0
55574929000116,,,,,0
55575058000155,,,,,0
55575357000190,,,,,0
55575472000164,,,,,0
55577828000107,,,,,0
55579447000159,,,,,0
55580077000170,,,,,0
55581653000101,,,,,0
55582462000156,,,,,0
55582552000147,,,,,0
55582812000184,,,,,0
55583192000106,,,,,0
55583687000127,,,,,0
55583745000112,,,,,0
55587423000141,,,,,0
55587881000180,,,,,0
55594748000151,,,,,0
55597133000189,,,,,0
55597302000180,,,,,0
55597503000188,,,,,0
55597712000121,,,,,0
55600064000115,,,,,0
55600283000102,,,,,0
55606732000111,,,,,0
55612488000108,,,,,0
55614115000168,,,,,0
55614186000160,,,,,0
55614640000183,,,,,0
55614817000141,,,,,0
55615052000164,,,,,0
55615446000112,,,,,0
55616947000113,,,,,0
55618112000100,,,,,0
55618772000183,,,,,0
55625314000171,,,,,0
55626779000147,,,,,0
55627121000150,,,,,0
55627404000100,,,,,0
55630600000125,,,,,0
55632270000107,,,,,0
55633340000141,,,,,0
55633378000114,,,,,0
55633981000104,,,,,0
55634848000164,,,,,0
55635552000168,,,,,0
55635640000160,,,,,0
55635663000174,,,,,0
55647058000113,,,,,0
55648207000169,,,,,0
55649203000103,,,,,0
55652661000193,,,,,0
55652936000199,,,,,0
55653173000109,,,,,0
55655844000162,,,,,0
55658042000106,,,,,0
55658081000103,,,,,0
55664322000127,,,,,0
55664723000187,,,,,0
55664985000141,,,,,0
55665077000172,,,,,0
55665281000193,,,,,0
55665349000134,,,,,0
55666057000116,,,,,0
55666433000172,,,,,0
55667045000106,,,,,0
55667823000167,,,,,0
55668010000191,,,,,0
55670650000136,,,,,0
55674822000140,,,,,0
55675472000136,,,,,0
55675782000150,,,,,0
55677003000156,,,,,0
55677112000173,,,,,0
55677113000118,,,,,0
55684521000105,,,,,0
55684603000141,,,,,0
55684647000171,,,,,0
55685435000109,,,,,0
55686350000145,,,,,0
55686549000173,,,,,0
55686637000175,,,,,0
55689417000103,,,,,0
55690368000110,,,,,0
55691644000165,,,,,0
55692607000171,,,,,0
55693070000164,,,,,0
55693237000197,,,,,0
55694682000171,,,,,0
55694930000184,,,,,0
55695430000167,,,,,0
55701008000177,,,,,0
55702873000138,,,,,0
55704392000161,,,,,0
55705137000133,,,,,0
55708971000182,,,,,0
55710493000145,,,,,0
55711544000153,,,,,0
55712023000110,,,,,0
55713743000109,,,,,0
55714194000189,,,,,0
55717378000100,,,,,0
55724152000129,,,,,0
55726312000179,,,,,0
55726727000142,,,,,0
55729274000108,,,,,0
55744162000126,,,,,0
55746538000131,,,,,0
55746782000102,,,,,0
55749856000156,,,,,0
55749879000160,,,,,0
55750036000184,,,,,0
55750156000181,,,,,0
55750852000198,,,,,0
55751489000125,,,,,0
55751548000165,,,,,0
55751710000145,,,,,0
55751815000102,,,,,0
55751847000108,,,,,0
55751956000117,,,,,0
55752052000106,,,,,0
55752247000156,,,,,0
55753823000180,,,,,0
55753904000180,,,,,0
55753965000147,,,,,0
55754033000119,,,,,0
55754091000142,,,,,0
55754164000104,,,,,0
55754239000149,,,,,0
55754324000107,,,,,0
55761382000168,,,,,0
55761575000119,,,,,0
55761731000141,,,,,0
55761979000102,,,,,0
55763285000104,,,,,0
55767954000116,,,,,0
55768091000100,,,,,0
55768240000122,,,,,0
55768938000148,,,,,0
55770799000197,,,,,0
55771625000149,,,,,0
55772515000100,,,,,0
55772629000141,,,,,0
55779486000108,,,,,0
55779544000195,,,,,0
55780933000130,,,,,0
55788168000103,,,,,0
55791634000100,,,,,0
55800571000100,,,,,0
55801014000104,,,,,0
55801106000186,,,,,0
55801407000100,,,,,0
55803500000153,,,,,0
55804334000100,,,,,0
55806562000119,,,,,0
55808078000129,,,,,0
55808494000127,,,,,0
55808602000161,,,,,0
55808610000108,,,,,0
55809687000100,,,,,0
55809711000101,,,,,0
55809957000175,,,,,0
55813031000153,,,,,0
55823636000125,,,,,0
55824741000189,,,,,0
55825849000196,,,,,0
55826207000101,,,,,0
55826668000184,,,,,0
55837621000116,,,,,0
55839003000105,,,,,0
55849563000140,,,,,0
55849686000181,,,,,0
55849709000158,,,,,0
55859549000128,,,,,0
55861122000164,,,,,0
55892310000150,,,,,0
55892452000117,,,,,0
55892812000180,,,,,0
55892816000169,,,,,0
55893092000178,,,,,0
55893260000125,,,,,0
55893460000188,,,,,0
55893494000172,,,,,0
55893628000155,,,,,0
55893708000100,,,,,0
55893741000130,,,,,0
55893745000119,,,,,0
55893751000176,,,,,0
55893863000127,,,,,0
55894074000100,,,,,0
55894160000113,,,,,0
55894284000107,,,,,0
55894379000112,,,,,0
55894503000140,,,,,0
55894549000169,,,,,0
55894683000160,,,,,0
55895200000141,,,,,0
55895324000127,,,,,0
55896144000160,,,,,0
55897551000191,,,,,0
55897646000105,,,,,0
55898568000163,,,,,0
55898593000147,,,,,0
55898873000155,,,,,0
55898974000126,,,,,0
55899189000198,,,,,0
55899469000104,,,,,0
55900108000122,,,,,0
55904966000145,,,,,0
55907076000197,,,,,0
55907888000132,,,,,0
55908733000110,,,,,0
55911526000115,,,,,0
55911650000180,,,,,0
55912409000176,,,,,0
55912709000155,,,,,0
55913887000109,,,,,0
55913983000149,,,,,0
55914434000199,,,,,0
55914466000194,,,,,0
55914606000124,,,,,0
55914953000157,,,,,0
55915452000195,,,,,0
55915455000129,,,,,0
55915733000148,,,,,0
55916218000182,,,,,0
55927207000106,,,,,0
55928061000105,,,,,0
55937743000184,,,,,0
55937891000107,,,,,0
55937962000163,,,,,0
55937998000147,,,,,0
55939214000110,,,,,0
55939498000144,,,,,0
55940336000126,,,,,0
55940458000112,,,,,0
55940692000140,,,,,0
55945272000156,,,,,0
55946775000146,,,,,0
55947120000192,,,,,0
55947668000132,,,,,0
55951226000160,,,,,0
55952408000155,,,,,0
55955495000102,,,,,0
55955665000140,,,,,0
55956652000196,,,,,0
55956807000194,,,,,0
55957999000153,,,,,0
55958159000105,,,,,0
55958204000121,,,,,0
55963851000121,,,,,0
55964783000115,,,,,0
55968913000198,,,,,0
55969096000192,,,,,0
55981966000149,,,,,0
55983101000111,,,,,0
55983603000142,,,,,0
55984087000170,,,,,0
55984149000144,,,,,0
55984221000133,,,,,0
55984282000109,,,,,0
55984745000124,,,,,0
55985935000166,,,,,0
55986292000175,,,,,0
55986610000106,,,,,0
55991827000104,,,,,0
55992019000153,,,,,0
55992122000101,,,,,0
55992782000184,,,,,0
55993375000191,,,,,0
55994151000102,,,,,0
55994210000134,,,,,0
55994391000107,,,,,0
56002195000163,,,,,0
56002374000109,,,,,0
56002415000159,,,,,0
56002643000129,,,,,0
56002809000107,,,,,0
56004782000191,,,,,0
56006271000109,,,,,0
56006659000100,,,,,0
56006990000120,,,,,0
56007132000108,,,,,0
56007519000156,,,,,0
56007558000153,,,,,0
56008185000135,,,,,0
56009000000107,,,,,0
56009163000190,,,,,0
56009380000180,,,,,0
56009404000109,,,,,0
56022951000116,,,,,0
56029266000111,,,,,0
56033386000192,,,,,0
56033932000195,,,,,0
56033991000163,,,,,0
56046971000127,,,,,0
56047035000130,,,,,0
56047068000180,,,,,0
56047238000127,,,,,0
56047457000106,,,,,0
56047653000180,,,,,0
56047671000162,,,,,0
56048083000143,,,,,0
56048468000100,,,,,0
56048560000170,,,,,0
56048626000122,,,,,0
56049227000186,,,,,0
56049285000100,,,,,0
56049361000187,,,,,0
56049404000124,,,,,0
56049459000134,,,,,0
56051304000132,,,,,0
56052260000165,,,,,0
56052362000180,,,,,0
56052884000182,,,,,0
56053092000122,,,,,0
56053893000198,,,,,0
56055581000113,,,,,0
56058841000104,,,,,0
56059683000107,,,,,0
56060474000183,,,,,0
56060531000124,,,,,0
56060562000185,,,,,0
56060597000114,,,,,0
56061188000132,,,,,0
56063105000144,,,,,0
56067569000129,,,,,0
56067582000188,,,,,0
56067767000192,,,,,0
56069323000196,,,,,0
56070131000108,,,,,0
56073725000164,,,,,0
56082045000107,,,,,0
56082114000182,,,,,0
56083672000162,,,,,0
56085661000111,,,,,0
56086728000132,,,,,0
56088296000107,,,,,0
56088570000130,,,,,0
56089347000107,,,,,0
56090751000109,,,,,0
56091475000195,,,,,0
56092829000116,,,,,0
56093011000118,,,,,0
56093218000192,,,,,0
56105999000198,,,,,0
56106287000193,,,,,0
56106292000104,,,,,0
56106343000190,,,,,0
56106429000112,,,,,0
56106516000170,,,,,0
56107403000199,,,,,0
56107942000128,,,,,0
56108411000150,,,,,0
56109203000175,,,,,0
56125991000193,,,,,0
56127042000142,,,,,0
56127779000165,,,,,0
56131373000156,,,,,0
56134593000133,,,,,0
56134800000150,,,,,0
56136544000130,,,,,0
56140217000151,,,,,0
56140513000152,,,,,0
56141085000182,,,,,0
56141721000176,,,,,0
56141798000146,,,,,0
56147579000174,,,,,0
56149470000176,,,,,0
56150032000128,,,,,0
56150334000104,,,,,0
56154549000195,,,,,0
56159435000138,,,,,0
56159439000116,,,,,0
56170341000160,,,,,0
56171380000181,,,,,0
56171772000140,,,,,0
56171855000130,,,,,0
56171894000137,,,,,0
56174179000158,,,,,0
56174498000163,,,,,0
56174734000141,,,,,0
56174994000117,,,,,0
56175172000150,,,,,0
56175997000175,,,,,0
56176352000157,,,,,0
56176497000158,,,,,0
56185166000184,,,,,0
56185252000197,,,,,0
56190639000131,,,,,0
56199309000107,,,,,0
56199556000103,,,,,0
56208863000103,,,,,0
56209124000136,,,,,0
56209467000109,,,,,0
56209706000112,,,,,0
56209979000167,,,,,0
56223657000172,,,,,0
56223773000191,,,,,0
56224202000171,,,,,0
56224296000189,,,,,0
56225663000169,,,,,0
56237434000164,,,,,0
56237501000140,,,,,0
56237607000144,,,,,0
56237770000107,,,,,0
56251883000167,,,,,0
56266151000140,,,,,0
56268870000109,,,,,0
56281562000105,,,,,0
56281671000122,,,,,0
56282214000152,,,,,0
56283391000153,,,,,0
56283509000143,,,,,0
56284312000129,,,,,0
56284450000108,,,,,0
56284639000109,,,,,0
56285899000190,,,,,0
56321253000111,,,,,0
56323300000166,,,,,0
56343321000143,,,,,0
56343578000103,,,,,0
56344900000100,,,,,0
56349290000138,,,,,0
56365169000108,,,,,0
56365479000114,,,,,0
56365598000177,,,,,0
56367765000119,,,,,0
56367918000128,,,,,0
56377350000126,,,,,0
56377442000106,,,,,0
56377520000172,,,,,0
56385272000101,,,,,0
56386123000167,,,,,0
56386364000106,,,,,0
56388082000148,,,,,0
56388159000180,,,,,0
56388213000197,,,,,0
56388249000170,,,,,0
56388276000143,,,,,0
56393401000103,,,,,0
56415515000107,,,,,0
56415575000120,,,,,0
56415717000159,,,,,0
56416792000134,,,,,0
56422147000124,,,,,0
56424558000159,,,,,0
56428551000105,,,,,0
56429069000190,,,,,0
56430125000106,,,,,0
56430479000150,,,,,0
56430872000144,,,,,0
56431064000100,,,,,0
56431278000178,,,,,0
56431500000132,,,,,0
56431727000188,,,,,0
56431886000182,,,,,0
56432533000105,,,,,0
56479808000158,,,,,0
56504692000160,,,,,0
56525734000149,,,,,0
56544536000122,,,,,0
56544725000103,,,,,0
56545142000199,,,,,0
56573470000107,ITAÚ PERSONNALITÉ AÇÕES IBRX ATIVO FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA,FIC-FITVM,,,0
56607095000160,,,,,0
56608307000124,,,,,0
56615977000178,,,,,0
56617436000189,,,,,0
56658377000197,,,,,0
56659299000145,,,,,0
56659416000170,,,,,0
56661547000192,,,,,0
56661673000147,,,,,0
56661922000102,,,,,0
56690945000137,,,,,0
56704051000159,,,,,0
56704449000195,,,,,0
56705255000104,,,,,0
56706457000170,,,,,0
56706600000124,,,,,0
56706741000147,,,,,0
56706789000155,,,,,0
56706816000190,,,,,0
56707981000166,,,,,0
56726092000146,,,,,0
56729944000159,,,,,0
56778085000198,,,,,0
56778531000164,,,,,0
56781309000110,,,,,0
56797565000104,,,,,0
56824090000190,,,,,0
56828600000105,,,,,0
56844601000135,,,,,0
56844612000115,,,,,0
56848758000139,,,,,0
56862671000116,,,,,0
56875585000148,,,,,0
56876275000148,,,,,0
56879657000125,,,,,0
56886239000165,,,,,0
56886582000100,,,,,0
56886777000150,,,,,0
56887842000161,,,,,0
56903183000100,,,,,0
56905583000154,,,,,0
56906682000150,,,,,0
56912045000197,,,,,0
56912295000127,,,,,0
56912856000198,,,,,0
56914505000116,,,,,0
56914660000132,,,,,0
56915474000118,,,,,0
56915560000120,,,,,0
56915716000173,,,,,0
56916483000123,,,,,0
56916550000100,,,,,0
56916553000143,,,,,0
56926467000111,,,,,0
